customer_id,promotion_received,discount_pct,days_since_purchase,orders_6m,avg_basket,full_price_share,email_engagement,loyalty_tier,preferred_category,purchased_30d
P01220,0,0,31,7,96.57,0.63,0.179,Platinum,Apparel,0
P01221,1,10,91,2,10.91,0.591,0.234,Platinum,Home,1
P01222,1,10,50,5,113.01,0.487,0.054,Platinum,Home,1
P01223,0,0,108,1,66.27,0.317,0.032,Silver,Electronics,0
P01224,1,25,4,4,77.64,0.704,0.065,Gold,Beauty,0
P01225,0,0,56,2,101,0.947,0.245,None,Electronics,0
P01226,1,20,65,4,50.11,0.362,0,Gold,Home,1
P01227,1,15,106,6,77.87,0.811,0.083,Silver,Apparel,0
P01228,0,0,34,5,46.09,0.383,0.124,Platinum,Home,0
P01229,1,20,86,2,62.32,0.665,0.382,Silver,Home,1
P01230,0,0,103,4,45.18,0.344,0.186,Platinum,Apparel,0
P01231,0,0,24,5,95.28,0.519,0.316,None,Apparel,0
P01232,0,0,13,7,123.85,0.808,0.119,Gold,Beauty,1
P01233,1,15,28,5,55.65,0.334,0.305,Gold,Electronics,1
P01234,0,0,64,7,60.33,0.686,0.398,Gold,Apparel,1
P01235,0,0,32,8,61.52,0.642,0.317,Silver,Beauty,0
P01236,1,15,32,4,49.16,0.531,0.14,None,Apparel,1
P01237,0,0,91,3,77.04,0.15,0.097,Platinum,Home,0
P01238,1,25,31,8,29.8,0.653,0.146,None,Grocery,0
P01239,0,0,81,5,66.25,0.346,0.14,Platinum,Apparel,0
P01240,1,10,9,4,49.16,0.538,0.179,Silver,Apparel,1
P01241,0,0,10,8,9,0.706,0.281,None,Electronics,1
P01242,0,0,43,3,32.15,0.352,0.264,None,Beauty,0
P01243,0,0,30,7,25.69,1,0.219,Silver,Beauty,0
P01244,1,25,49,8,85.56,0.288,0.437,None,Apparel,0
P01245,0,0,11,7,57.81,0.366,0.133,Gold,Beauty,0
P01246,1,10,92,2,150.15,0.53,0.292,Platinum,Beauty,1
P01247,0,0,73,6,22.52,0.188,0.513,None,Electronics,0
P01248,1,25,111,4,59.19,0.172,0.173,None,Home,1
P01249,1,20,33,5,77.66,0.177,0.073,Silver,Apparel,0
P01250,1,25,93,7,103.74,0.535,0.119,Gold,Home,1
P01251,0,0,81,8,9,0.704,0.122,Silver,Apparel,1
P01252,0,0,20,5,79.91,0.357,0.183,Silver,Home,0
P01253,0,0,16,5,38.55,0.397,0,None,Beauty,1
P01254,0,0,18,5,59.16,0.266,0.425,None,Grocery,0
P01255,0,0,40,6,67.3,0.7,0.112,Silver,Beauty,0
P01256,1,10,34,3,37.77,0.445,0.209,Silver,Electronics,0
P01257,0,0,96,4,62.82,0.496,0.2,None,Grocery,0
P01258,1,15,68,4,71.51,0.335,0.043,Platinum,Beauty,0
P01259,1,15,85,6,146.89,0.628,0.153,None,Grocery,1
P01260,1,10,106,7,61.62,0.632,0.375,Gold,Apparel,0
P01261,0,0,81,3,50.37,0.506,0.114,None,Beauty,0
P01262,1,25,76,2,68.78,0.528,0.277,Gold,Beauty,0
P01263,1,25,94,2,112.39,0.579,0.159,None,Home,0
P01264,0,0,16,6,124.57,0.532,0.217,Silver,Electronics,0
P01265,1,20,10,9,9,0.521,0.375,Platinum,Apparel,1
P01266,0,0,46,5,72.97,0.561,0.201,Platinum,Apparel,0
P01267,1,10,83,4,83.9,0.177,0,None,Grocery,1
P01268,0,0,73,2,106.69,0.209,0.27,Silver,Apparel,0
P01269,0,0,76,8,34.87,0.533,0.19,Silver,Beauty,0
P01270,0,0,64,6,28.71,0.622,0.35,Platinum,Electronics,1
P01271,1,10,90,5,82.81,0.571,0.286,Gold,Electronics,0
P01272,1,25,72,6,97.9,0.148,0.051,Silver,Beauty,1
P01273,0,0,18,8,27.25,0.252,0.213,None,Home,1
P01274,1,20,13,5,110.8,0.832,0.1,None,Electronics,1
P01275,0,0,12,5,67.75,0.358,0.201,None,Apparel,1
P01276,0,0,11,9,30.18,0.484,0.105,None,Beauty,1
P01277,1,20,59,4,65.52,0.337,0.173,Silver,Apparel,0
P01278,0,0,3,5,66.61,0.593,0.206,Gold,Home,0
P01279,1,15,50,4,66.87,0.483,0.388,None,Apparel,0
P01280,1,20,22,7,83.91,0.424,0.371,None,Apparel,1
P01281,0,0,11,7,9,0.575,0.379,Silver,Home,1
P01282,0,0,68,5,52.06,0.502,0.339,Silver,Apparel,0
P01283,0,0,46,8,101.37,0.348,0.25,Silver,Home,1
P01284,0,0,46,6,71.67,0.284,0.397,Gold,Apparel,0
P01285,0,0,65,8,31,0.249,0.219,Gold,Electronics,1
P01286,1,25,84,3,57.65,0.237,0.164,None,Grocery,0
P01287,1,25,10,4,19.9,0.787,0.251,Silver,Beauty,1
P01288,0,0,5,8,54.9,1,0.057,Gold,Apparel,1
P01289,0,0,32,6,11.73,0.554,0.179,Silver,Grocery,1
P01290,0,0,65,4,65.7,0.623,0.1,Silver,Home,0
P01291,1,25,97,3,88.74,0.697,0,Silver,Apparel,0
P01292,0,0,83,4,48.93,0.514,0.109,Silver,Electronics,0
P01293,0,0,64,5,68.35,0.591,0.206,None,Beauty,0
P01294,1,20,93,4,86.52,0.25,0.261,None,Home,1
P01295,1,10,78,5,17.34,0.404,0.53,Gold,Apparel,1
P01296,0,0,82,5,65.46,0.286,0.277,Platinum,Electronics,0
P01297,1,20,32,6,61.33,0.8,0.213,None,Apparel,0
P01298,0,0,95,3,25.51,0.658,0.273,None,Grocery,0
P01299,0,0,72,2,30.7,0.469,0.167,Silver,Home,0
P01300,1,25,51,8,37.56,1,0.287,Platinum,Apparel,0
